Date,VWC_10cm_CM1SM,VWC_10cm_CM2SM,VWC_10cm_CMSM3,VWC_10cm_CMSM4,VWC_30cm_CM1SM,VWC_30cm_CM2SM,VWC_30cm_CMSM3,VWC_30cm_CMSM4,VWC_1m_CM1SM,VWC_1m_CM2SM,VWC_1m_CMSM3,VWC_1m_CMSM4,WY
2019-07-12,0.3503752976190476,NA,NA,0.2357735119047619,0.37395535714285716,NA,NA,0.28940208333333334,NA,NA,NA,0.2768130952380952,2019
2019-07-19,0.31489432835820896,NA,0.2801212121212121,0.22032083333333333,0.3540173134328358,NA,0.2606469696969697,0.28766160714285716,0.25416603053435116,NA,0.24428295454545454,0.27179761904761907,2019
2019-07-26,0.30476607142857143,NA,0.26588779761904763,0.19593035714285714,0.3405845238095238,NA,0.25828065476190476,0.2849080357142857,0.21917023809523808,NA,0.2079529761904762,0.266814880952381,2019
2019-08-02,0.2861422619047619,NA,0.23876815476190477,0.16914642857142856,0.3279755952380952,NA,0.24850565476190475,0.2822875,0.14507619047619047,NA,0.18967946428571428,0.26216011904761904,2019
2019-08-09,0.2626342261904762,NA,0.20946755952380952,0.15286130952380952,0.31833214285714284,NA,0.23781875,0.2792964285714286,0.08861458333333333,NA,0.18136369047619047,0.2591580357142857,2019
2019-08-16,0.2360830357142857,NA,0.17877589285714285,0.1373827380952381,0.30987529761904764,NA,0.21789791666666666,0.2760732142857143,0.04592857142857143,NA,0.17649017857142857,0.2569407738095238,2019
2019-08-23,0.21692380952380952,NA,0.1477845238095238,0.12135744047619047,0.2987723214285714,NA,0.19101160714285714,0.2726690476190476,0.01571846153846154,NA,0.17266845238095238,0.2553345238095238,2019
2019-08-30,0.20424375,NA,0.1272919642857143,0.10971875,0.2820952380952381,NA,0.16687470238095237,0.26672738095238097,NA,NA,0.1685580357142857,0.2537809523809524,2019
2019-09-06,0.19388125,NA,0.11628363095238095,0.10418809523809523,0.2687565476190476,NA,0.15040535714285713,0.2598514880952381,NA,NA,0.1641934523809524,0.25197559523809526,2019
2019-09-13,0.2380720238095238,NA,0.19083958333333334,0.19660535714285715,0.2850068452380952,NA,0.16052321428571428,0.26339017857142855,0.018317842323651454,NA,0.16042827380952382,0.25073660714285717,2019
2019-09-20,0.29419047619047617,NA,0.27236488095238093,0.2547479166666667,0.32469464285714283,NA,0.23460297619047618,0.2923419642857143,0.054292261904761906,NA,0.15819464285714285,0.2501389880952381,2019
2019-09-27,0.2924565476190476,NA,0.2734934523809524,0.2561824404761905,0.31371607142857144,NA,0.22811964285714287,0.28652678571428575,0.07036607142857143,NA,0.15758065476190478,0.24933095238095238,2019
2019-10-04,0.29206458333333335,NA,0.2711279761904762,0.24753541666666667,0.3101110119047619,NA,0.23350565476190477,0.2845809523809524,0.07971339285714286,NA,0.15626279761904763,0.24988541666666667,2020
2019-10-11,0.2885116071428571,NA,0.26361964285714284,0.23658333333333334,0.30722083333333333,NA,0.23170565476190477,0.2831803571428571,0.08281190476190477,NA,0.15479702380952381,0.25017738095238096,2020
2019-10-18,0.2866020833333333,NA,0.26379434523809525,0.23080386904761904,0.3049934523809524,NA,0.22977619047619047,0.2817008928571429,0.0818389880952381,NA,0.15433244047619046,0.2506818452380952,2020
2019-10-25,0.2846982142857143,NA,0.259814880952381,0.22663898809523808,0.3030717261904762,NA,0.22915535714285715,0.28044613095238097,0.07959761904761904,NA,0.15296428571428572,0.2505107142857143,2020
2019-11-01,0.28243690476190475,NA,0.2551985119047619,0.22347380952380952,0.301422619047619,NA,0.2276797619047619,0.27938541666666666,0.07270119047619047,NA,0.15254583333333332,0.25057380952380953,2020
2019-11-08,0.28078779761904765,NA,0.25202113095238093,0.22032113095238096,0.30001160714285713,NA,0.2236800595238095,0.27843958333333335,0.06395803571428571,NA,0.15234375,0.25043482142857143,2020
2019-11-15,0.2789470238095238,NA,0.2490845238095238,0.21733035714285714,0.2987860119047619,NA,0.22280297619047618,0.27748303571428573,0.05628125,NA,0.15213333333333334,0.2500880952380952,2020
2019-11-22,0.2771044642857143,NA,0.24627648809523808,0.21457738095238096,0.29740208333333334,NA,0.22410416666666666,0.27722142857142856,0.049733928571428575,NA,0.15195505952380953,0.2499547619047619,2020
2019-11-29,0.29369375,NA,0.2786077380952381,0.22315625,0.32691875,NA,0.2603404761904762,0.2789205357142857,0.06375684523809524,NA,0.15577738095238097,0.25007291666666664,2020
2019-12-06,0.3254264880952381,0.2815375,0.30414444444444444,0.2996574404761905,0.3605892857142857,0.31775817307692306,0.28017267267267265,0.3075919642857143,0.11145238095238096,0.22949807692307692,0.17863123123123123,0.2591104166666667,2020
2019-12-13,0.3284375,0.27542589285714286,0.29993214285714287,0.29161160714285717,0.35247559523809524,0.31348184523809525,0.27198065476190475,0.308689880952381,0.13214345238095238,0.22813093093093093,0.17792559523809523,0.26502380952380955,2020
2019-12-20,0.32633363095238094,0.27575863095238096,0.2999889880952381,0.28990208333333334,0.34473333333333334,0.31216130952380955,0.2707125,0.3044967261904762,0.15089494047619048,0.21998113772455088,0.1735550595238095,0.2634482142857143,2020
2019-12-27,0.32431696428571427,0.271939880952381,0.2962044642857143,0.28718035714285717,0.3418639880952381,0.31021875,0.26747351190476193,0.3045919642857143,0.1559125,0.21981295180722893,0.1712904761904762,0.26248392857142855,2020
2020-01-03,0.32668630952380956,0.2775205357142857,0.2979074404761905,0.29389255952380955,0.3442410714285714,0.31423958333333335,0.27150238095238094,0.30821517857142855,0.16226428571428572,0.2292435582822086,0.17052261904761906,0.26181696428571427,2020
2020-01-10,0.3229455357142857,0.27133035714285714,0.2950190476190476,0.28480625,0.33931815476190474,0.30981488095238097,0.26747738095238094,0.30391577380952384,0.1649877976190476,0.22966888217522657,0.1688136904761905,0.2613672619047619,2020
2020-01-17,0.3244485119047619,0.2730077380952381,0.29802321428571427,0.2868627976190476,0.3387752976190476,0.3110482142857143,0.2677291666666667,0.3020107142857143,0.1779544642857143,0.22802642642642643,0.1665232142857143,0.2600830357142857,2020
2020-01-24,0.34245863095238094,0.29051041666666666,0.31261190476190476,0.3105678571428571,0.3592345238095238,0.32372708333333333,0.28444583333333334,0.3164467261904762,0.20011190476190477,0.3184489425981873,0.30891071428571426,0.35137410714285716,2020
2020-01-31,0.3352125,0.4509077380952381,0.3245092261904762,0.3153610119047619,0.3534782738095238,0.4490642857142857,0.4121901785714286,0.40870505952380953,0.17466339285714286,0.4163960960960961,0.42024136904761905,0.4405470238095238,2020
2020-02-07,0.3327330357142857,0.5010580357142858,0.3754910714285714,0.33848720238095237,0.3883449404761905,0.4778300595238095,0.47257827380952383,0.4243782738095238,0.19626785714285713,0.41749698795180723,0.3005717261904762,0.43431785714285714,2020
2020-02-14,0.3446092261904762,0.5039244047619047,0.39693303571428573,0.3391264880952381,0.40782708333333334,0.4816002976190476,0.44726607142857144,0.422021130952381,0.23502738095238096,0.4185942771084337,0.27339255952380953,0.43045208333333335,2020
2020-02-21,0.34902916666666667,0.5110826366559486,0.39501458333333334,0.3321848214285714,0.4115625,0.48721704180064307,0.4282842261904762,0.39895863095238093,0.2511014880952381,0.4244751633986928,0.26680982142857146,0.4290598214285714,2020
2020-02-28,0.34963988095238097,NA,0.38096071428571426,0.32323363095238095,0.4142651785714286,NA,0.42213065476190476,0.3873934523809524,0.25807559523809526,NA,0.27247678571428574,0.42892589285714283,2020
